,tweet_id,user_id,created_at,tweet,username,name,location,clean_text
2989,1504189618538881031,498022646,2022-03-16T20:15:26.000Z,@engineers_feed @bt_uk fibre supposedly...#Crap 🇬🇧 🤷 https://t.co/0Rwfw6dB0M,DBudgen7,David budgen MBE #MCFC #CTID 💙💙,"England, United Kingdom",fibre supposedly crap
2990,1504189238379794436,1210672700655624192,2022-03-16T20:13:55.000Z,@bt_uk how can you justify the price increases you have introduced to your customers. My bill is going up by nearly £10 a month and I can’t end my contract as you have said I will have to pay nearly £300 to leave you. It’s shocking,lauracs248,Laura S,"North East, England. ",justify price increases introduced customers bill going nearly month end contract said pay nearly leave you shocking
2991,1504187488423792650,905478119431262208,2022-03-16T20:06:58.000Z,"@bt_uk But not in the same house at the same time  like to day football cricket and badminton 
Hmmm  so your advert some what misleading 

 Sky allow 3 streams at once and if you want you can purchase more",MuddMaurice,Maurice Mudd #GTTO #PR #FBPE,"North West, England",house time like day football cricket badminton hmmm advert misleading sky allow streams want purchase
2992,1504184502704386050,773990252386127873,2022-03-16T19:55:06.000Z,@techskillsorg @buzzinbee3 @naomitimperley @BTEarlyCareers @bt_uk 🤣,SamWallDigital,Sam Wall Digital (MCIM/IOEE)🇺🇦 #AI #Digital,💥Manchester UK💥UK Tech,
2993,1504184064516968448,905478119431262208,2022-03-16T19:53:22.000Z,@bt_uk https://t.co/VFqUZJ0P9d,MuddMaurice,Maurice Mudd #GTTO #PR #FBPE,"North West, England",
2994,1504183510734618635,905478119431262208,2022-03-16T19:51:09.000Z,@bt_uk So your advert isn’t true you can’t watch as much sport as you want?,MuddMaurice,Maurice Mudd #GTTO #PR #FBPE,"North West, England",advert true watch sport want
2996,1504182258219032585,1091388113459523589,2022-03-16T19:46:11.000Z,@bt_uk I’ve sent one now Brian 👍🏼,georgewyn_,George Edwards,"Wales, United Kingdom",sent brian
2997,1504180488931618822,458554900,2022-03-16T19:39:09.000Z,@bt_uk guy my internet was meant to be back on at 7:30 this evening there’s a big champions league game that I need to watch and can’t because there’s no internet!,DanieleCerullo,DannyC,Bristol,guy internet meant evening big champions league game need watch internet
2998,1504179510790565890,271635231,2022-03-16T19:35:16.000Z,"@bt_uk hey, had an btopenworld email for as long as I can remember. I have no issues with downgrading to basic email, but can you confirm this will still work with outlook? Cheers https://t.co/53NsQj1OKz",TheSteCorcoran,Ste Corcoran,Woolacombe,hey btopenworld email long remember issues downgrading basic email confirm work outlook cheers
3000,1504176108807278592,25095229,2022-03-16T19:21:45.000Z,@virginmedia Hi I’m hoping you can help me. I was supposed to have my broadband installed on Monday and it’s been delayed. My @bt_uk internet is being cut off on Friday leaving me nothing for 10 days. I’ve rung up and been hung up on twice. #virginmedia #help,NickT85,Nick Thompson,Burnley,hi hoping help me supposed broadband installed monday delayed internet cut friday leaving days rung hung twice virginmedia help
3001,1504165790181957632,1971224515,2022-03-16T18:40:45.000Z,"@bt_uk the digital landline is a disgrace, when our broadband is down (again) we have no landline - my elderly parents use this to contact us and it’s difficult to speak to anyone",kjshenton,Kris & Janet Shenton,Salford,digital landline disgrace broadband again landline elderly parents use contact difficult speak
3003,1504163463760912388,1091388113459523589,2022-03-16T18:31:30.000Z,@bt_uk is the broadband down in the Abergele area ? Been struggling to connect for hours,georgewyn_,George Edwards,"Wales, United Kingdom",broadband abergele area struggling connect hours
3004,1504160966384275457,4871418358,2022-03-16T18:21:35.000Z,@bt_uk hi. I have fibre to the property in Bristol. Normally it's fine but the last couple of ideas have been shocking. Any ideas? https://t.co/2CnnOBXxvu,benmoss80,Ben Moss,"Bristol, England",hi fibre property bristol normally fine couple ideas shocking ideas
3005,1504160847240826884,11940192,2022-03-16T18:21:06.000Z,"@bt_uk Thanks Dee, will do 😊 Surprised it's still an issue after all these years!",wizpip,Phillip Parr,Bedford,thanks dee surprised issue years
3008,1504158321863008262,1493986681858498560,2022-03-16T18:11:04.000Z,"@bt_uk I called BT today and they have very kindly allowed me to exit my contract as I was running on 0Meg.
All done. 
Thanks.",GayleRighton,Tiggy Hambleton,Wales,called bt today kindly allowed exit contract running meg done thanks
3010,1504157476115070980,1346747898525052930,2022-03-16T18:07:42.000Z,@bt_uk This is my extra data used. My two daughters ran out ages ago! https://t.co/UZ6gfwFy9p,someotherfella1,ToriesLie,"Dungannon, Northern Ireland",extra data used daughters ran ages ago
3013,1504154581483278336,145785983,2022-03-16T17:56:12.000Z,@techskillsorg @naomitimperley @bt_uk @ruby_melling @OldhamRobin “Naomi Live” has a ring to it…you should work on that one,billington_paul,Paul Billington,"Manchester, England",naomi live ring ityou work
3015,1504154088539312134,145785983,2022-03-16T17:54:15.000Z,"@techskillsorg @naomitimperley @mymanuofficial @bt_uk @BTEarlyCareers @techUK I like that, it’s a sacrifice and it’s hard, not all pizzas and teslas",billington_paul,Paul Billington,"Manchester, England",like that sacrifice hard pizzas teslas
3019,1504145885051203584,11940192,2022-03-16T17:21:39.000Z,"@bt_uk From the email, ""an offer just for you"" links to ""We can't show you any personalised deals at the moment."" So no, it doesn't work. MyBT also has a banner, and it links to exactly the same place. https://t.co/u4Ssg9fwQg",wizpip,Phillip Parr,Bedford,email an offer you links we personalised deals moment no work mybt banner links exactly place
3023,1504143738859307008,469809729,2022-03-16T17:13:07.000Z,@bt_uk how come my now tv channels have gone off ? I put in 385 and 439 for Sky News and Sports news (watch these all the time) on my BT box and it comes up IPC6007 all of a sudden.  Thanks,Andrewcjones86,Andrew Jones,Burton On Trent,come tv channels gone sky news sports news watch time bt box comes ipc sudden thanks
3024,1504141978191249408,198619794,2022-03-16T17:06:07.000Z,@virginmedia quality customer retention??? Looking to reduce my monthly cost and take channels off and get offered the same price as I am paying for a reduced package. Then get a second offer with a massive £7 per month reduction. @bt_uk or @SkyUK here I come!!!,harvhummingburd,Harvey,Glasgow,quality customer retention looking reduce monthly cost channels offered price paying reduced package second offer massive month reduction come
3025,1504141064529227786,1463414924,2022-03-16T17:02:30.000Z,@bt_uk Ok,WhoRuthie,🤓 🇬🇧🇹🇻🇺🇦,Wales,ok
3027,1504135238666141697,1463414924,2022-03-16T16:39:21.000Z,"@bt_uk That’s what I thought, I have vip entertainment but no Netflix 😞. When I spoke to an advisor they said I could have it as an add-on",WhoRuthie,🤓 🇬🇧🇹🇻🇺🇦,Wales,thought vip entertainment netflix spoke advisor said addon
3028,1504130203517431813,210463468,2022-03-16T16:19:20.000Z,@bt_uk No. We use a gmail account.,CarolKetchley,Auntie Carol,"Brightlingsea, England",no use gmail account
3029,1504128791324598275,1463414924,2022-03-16T16:13:43.000Z,@bt_uk Does your vip entertainment package include Netflix?,WhoRuthie,🤓 🇬🇧🇹🇻🇺🇦,Wales,vip entertainment package include netflix
3030,1504128217191534609,972973651007025152,2022-03-16T16:11:26.000Z,Been in a chat waiting 4hrs for someone at @virginmedia ridiculous bet when they come on they'll say they only help people on UC so I'll be looking at other providers. @SkyUK @bt_uk,sheriene_hannah,Sheriene,United Kingdom,chat waiting hrs ridiculous bet come help people uc looking providers
3032,1504127024423649281,819227461,2022-03-16T16:06:42.000Z,"@bt_uk That's all, thanks.",_davidhansard,David Hansard,UK,all thanks
3033,1504126306690162690,210463468,2022-03-16T16:03:51.000Z,@bt_uk Actually I do have my phone &amp; broadband with you but that's irrelevant to this issue!,CarolKetchley,Auntie Carol,"Brightlingsea, England",actually phone broadband irrelevant issue
3034,1504126241900843011,349129052,2022-03-16T16:03:36.000Z,@bt_uk DM sent,Mow_Cop_Snots,JS,"Weston, Cheshire",dm sent
3035,1504126106135367684,210463468,2022-03-16T16:03:03.000Z,"@bt_uk I don't have an account with you, I'm having problems emailing people who have BTinternet &amp; BTopenworld email addresses.",CarolKetchley,Auntie Carol,"Brightlingsea, England",account you problems emailing people btinternet btopenworld email addresses
3036,1504125919862083594,349129052,2022-03-16T16:02:19.000Z,@bt_uk Should I send it via dm,Mow_Cop_Snots,JS,"Weston, Cheshire",send dm
3037,1504125311906164739,349129052,2022-03-16T15:59:54.000Z,@bt_uk It’s a new service we had in October,Mow_Cop_Snots,JS,"Weston, Cheshire",new service october
3038,1504124419106615299,210463468,2022-03-16T15:56:21.000Z,"@bt_uk Hi Elaine, it's going from me but I've received message not delivered notifications that say this - 554 Message rejected on 2022/03/15 11:06:05 GMT, policy (3.2.1.1) ID (6227FA0701222964) - Your message looks like SPAM or has been reported as SPAM",CarolKetchley,Auntie Carol,"Brightlingsea, England",hi elaine going received message delivered notifications message rejected gmt policy id fa message looks like spam reported spam
3039,1504124185077030921,356896236,2022-03-16T15:55:25.000Z,"Congratulation to final year students Lara Pearson Toby Oates and Luke Eason from @lborouniversity for taking the first prize in our #TechTitans competition today at Tech Industry Gold Live in Birmingham.

@bt_uk  are the sponsors of the event and the Tech Titans awards. #TIGLive https://t.co/KcbVbe16oo",techskillsorg,TechSkills.org,"10 Saint Bride, London",congratulation final year students lara pearson toby oates luke eason taking prize techtitans competition today tech industry gold live birmingham sponsors event tech titans awards tiglive
3040,1504121912431202304,1346747898525052930,2022-03-16T15:46:23.000Z,@bt_uk After this post. Still absolutely diabolical. A rip off and your guaranteed WiFi a lie. Estimated repair… wow a month !,someotherfella1,ToriesLie,"Dungannon, Northern Ireland",post absolutely diabolical rip guaranteed wifi lie estimated repair wow month
3041,1504121257939419138,210463468,2022-03-16T15:43:47.000Z,"@bt_uk Hi, I'm Secretary of a Beach Hut association &amp; have tried to send an email with attachments to our members. Unfortunately your email systems have rejected it as spam. How do I resolve this, it's affected about 50 members?",CarolKetchley,Auntie Carol,"Brightlingsea, England",hi secretary beach hut association tried send email attachments members unfortunately email systems rejected spam resolve this affected members
3042,1504113817629900803,819227461,2022-03-16T15:14:13.000Z,"@bt_uk BT 4600 (one without call answering feature; just a button on base saying 'Find phone'). A relation bought it. Very good in many ways, but shame about the light.",_davidhansard,David Hansard,UK,bt one answering feature button base saying find phone relation bought it good ways shame light
3043,1504109723372724224,1346747898525052930,2022-03-16T14:57:57.000Z,"@bt_uk are you having a laugh? 

No WiFi since 18.02 despite it being guaranteed! Just got message saying engineer visit in Feb cancelled

Charged full price minus £16 even though I have no WiFi, can’t use apps I pay for thru you and am losing income cos I can’t work from home! https://t.co/3nEKgyElEB https://t.co/ZTvHp881XJ",someotherfella1,ToriesLie,"Dungannon, Northern Ireland",laugh wifi despite guaranteed got message saying engineer visit feb cancelled charged price minus wifi use apps pay losing income cos work home
3044,1504106601975885831,819227461,2022-03-16T14:45:33.000Z,"@bt_uk Thanks, but the user guide doesn't provide answer. I can keep that number for next time.
Finally found the answer via Amazon reviews and Q&amp;As.
Disappointed that unlike every other device, the charge light does not change colour when phone is charged.",_davidhansard,David Hansard,UK,thanks user guide provide answer number time finally found answer amazon reviews qas disappointed unlike device charge light change colour phone charged
3045,1504102289946071040,819227461,2022-03-16T14:28:25.000Z,"There is no technical support if you buy a @bt_uk cordless phone and think there might be a fault with it. Their website help is only for broadband, mobiles etc. They attempt to help but answers provided turn out to be incorrect and based on no technical knowledge of the product.",_davidhansard,David Hansard,UK,technical support buy cordless phone think fault it website help broadband mobiles etc attempt help answers provided turn incorrect based technical knowledge product
3046,1504100672647704584,1304385139288481792,2022-03-16T14:21:59.000Z,"@Experian_UK @bt_uk @Equifax @financialombuds Thank you for the info, I’ll look into this.",JamieSChampness,Jamie Champness,"Bristol, England",thank info look this
3048,1504099497810530304,1365423904743948289,2022-03-16T14:17:19.000Z,@bt_uk I don’t know why it’s been added it’s just come onto the bill for this month. I’ll dm you details now,pauldnerd,Weather Paul,somewhere in the uk,know added come bill month dm details
3051,1504094408806998022,1365423904743948289,2022-03-16T13:57:06.000Z,@bt_uk how come all of a sudden you have decided you want to charge me nearly £500 for my broadband package when I’m on a social tariff. No one online seems to know when I go on live chat,pauldnerd,Weather Paul,somewhere in the uk,come sudden decided want charge nearly broadband package social tariff online know live chat
3052,1504093884648939520,520646105,2022-03-16T13:55:01.000Z,"Every time it's a little rainy or windy, I sit in my home bricking it in case my internet gets knocked out again. I've already lost £2,000 in WFH income because @bt_uk took 26 days to do so much as access the damage. If that happens again I'll be out of a job. Not good enough.",MelRobs4796,Melissa Kira,"Worthing, West Sussex, England",time little rainy windy sit home bricking case internet gets knocked again lost wfh income took days access damage happens job good enough
3053,1504092597324816391,61231283,2022-03-16T13:49:54.000Z,@techskillsorg @mymanuofficial @bt_uk @BTEarlyCareers @techUK Legend,dansodergren,Dan #FutureOfWork Sodergren,"TV, Radio and Online too",legend
3054,1504086430410289155,504766220,2022-03-16T13:25:24.000Z,@bt_uk Thanks,corbylad,Moff,Corby,thanks
3057,1504081852834979849,718749001,2022-03-16T13:07:12.000Z,@bt_uk BT and Open Reach are an absolute disgrace.  You have not turned up to 5 appointments to install broadband &amp; phone for my 78 year old mother in Portsmouth.,rebeccaarcher4,rebecca archer,London,bt open reach absolute disgrace turned appointments install broadband phone year old mother portsmouth
3059,1504080836743905285,130603871,2022-03-16T13:03:10.000Z,"Hey @bt_uk youve changed me over to bt digital voice making my phone unusable, I have replied ‘NOT RECEIVED’ as requested to about 20 text messages. Having to wait until next week for the delivery of some stupid box without any phone service is no joke when stuck at home ( 1/2 )",xoxDawniexox,xoxDawniexox 💎,"Pwllheli, Wales",hey youve changed bt digital voice making phone unusable replied not received requested text messages wait week delivery stupid box phone service joke stuck home
3060,1504078304780984320,543365041,2022-03-16T12:53:06.000Z,@bt_uk This only gives a phone number. No thank you. I have too much to do. I can give area details via DM,life_art_mimi,Mimi 🤍🤎🖤 she/her,"Portsmouth, UK",gives phone number thank you do area details dm
3061,1504077267835707394,504766220,2022-03-16T12:48:59.000Z,@bt_uk Hi we updated our contracts with you TV/ broadband in January this year. Just seen you have a better tv box. Is it possible to get upgraded to one?,corbylad,Moff,Corby,hi updated contracts tv broadband january year seen better tv box possible upgraded one
3062,1504075728119386119,356896236,2022-03-16T12:42:52.000Z,More photos from #TIGLive @bt_uk https://t.co/Sqq19wFZJ7,techskillsorg,TechSkills.org,"10 Saint Bride, London",photos tiglive
3063,1504075722796810245,356896236,2022-03-16T12:42:51.000Z,"What a morning at #TechIndustryGoldLive - thank you to our speakers from @bt_uk Amy Caton &amp; Matt Wallwork, Danny Manu @mymanuofficial @naomitimperley and of course our host TechSkills CEO @KellyNi52521935 

The afternoon see a workshop from @Capgemini and Tech Titans Competition https://t.co/PRTNOtOfWX",techskillsorg,TechSkills.org,"10 Saint Bride, London",morning techindustrygoldlive thank speakers amy caton matt wallwork danny manu course host techskills ceo afternoon workshop tech titans competition
3065,1504073504408363010,1073554500647092226,2022-03-16T12:34:02.000Z,"Are you a UK based customer and would like to join our #RCS webinar with @bt_uk  and @Google? Register here➡️ https://t.co/I64FTf1VTf
#brandcommunication #customernegagement #CPaaS #mobilemessaging https://t.co/VWYnZWTHew",LINK_Mobility,LINK Mobility Group,Norway,uk based customer like join rcs webinar register brandcommunication customernegagement cpaas mobilemessaging
3066,1504071847821905921,356896236,2022-03-16T12:27:27.000Z,"Never stop learning or caring! Naomi started her higher education journey at 44 and bring emotion to the room about the pride she had at getting a university qualification..

#TechIndustryGold #TIGLive @naomitimperley @BTEarlyCareers @bt_uk https://t.co/sYhhDsTVGr",techskillsorg,TechSkills.org,"10 Saint Bride, London",stop learning caring naomi started higher education journey bring emotion room pride getting university qualification techindustrygold tiglive
3067,1504071473761329156,356896236,2022-03-16T12:25:58.000Z,"Grab all the opportunities and skills and put them in your toolbox says @naomitimperley at Tech Industry Gold Live!

#TechIndustryGold #TIGLive @BTEarlyCareers @bt_uk @techUK https://t.co/AeDyEEXLS5",techskillsorg,TechSkills.org,"10 Saint Bride, London",grab opportunities skills toolbox says tech industry gold live techindustrygold tiglive
3068,1504065241977692166,356896236,2022-03-16T12:01:12.000Z,Q&amp;A time with @naomitimperley and Danny Manu @mymanuofficial and @KellyNi52521935 #TIGLive #TechIndustryGoldLive @bt_uk @BTEarlyCareers https://t.co/CDhtVfUGDu,techskillsorg,TechSkills.org,"10 Saint Bride, London",qa time danny manu tiglive techindustrygoldlive
3069,1504064809599488007,356896236,2022-03-16T11:59:29.000Z,"Welcoming @naomitimperley to the stage to talk about success and high performance habits (@BrendonBurchard) at today's Tech Industry Gold Live event being held @bt_uk #TIGLive 

Still time to watch
https://t.co/bNSvZDackY
Passcode: 564364 https://t.co/BZ1esNO8aF",techskillsorg,TechSkills.org,"10 Saint Bride, London",welcoming stage talk success high performance habits todays tech industry gold live event held tiglive time watch passcode
3070,1504062444519448580,4415,2022-03-16T11:50:05.000Z,@bt_uk I guess the villagers will check out that page when you turn their internet back on.,dug,Ye are many...,"Dunblane, Scotland",guess villagers check page turn internet on
3071,1504061784671588356,4415,2022-03-16T11:47:28.000Z,"@bt_uk That’s OK Claire, I’ll let you get on to your next ticket:-)",dug,Ye are many...,"Dunblane, Scotland",ok claire let ticket
3072,1504061350670176262,4415,2022-03-16T11:45:44.000Z,@bt_uk Whole village is down.,dug,Ye are many...,"Dunblane, Scotland",village down
3073,1504060995144237056,4415,2022-03-16T11:44:20.000Z,@bt_uk Well if you’re up for helping grumpy pants here you could let me know engineer status for FK15 0FD,dug,Ye are many...,"Dunblane, Scotland",helping grumpy pants let know engineer status fk fd
3075,1504058824692584450,356896236,2022-03-16T11:35:42.000Z,"Blood, sweat and tears is all good if you have the passion says Danny Manu @mymanuofficial at Tech Industry Live #TIGLive #TechIndustryLive 
@bt_uk @BTEarlyCareers @techUK https://t.co/xeMXEr6d4K",techskillsorg,TechSkills.org,"10 Saint Bride, London",blood sweat tears good passion says danny manu tech industry live tiglive techindustrylive
3076,1504057412432633858,356896236,2022-03-16T11:30:05.000Z,"Speaking now is Danny Manu @mymanuofficial at Tech Industry Gold Live @bt_uk 

From music production to global mobile audio brand.

#TechIndustryGoldLive #TIGLive @BTEarlyCareers @techUK https://t.co/g6w1XhlJrc",techskillsorg,TechSkills.org,"10 Saint Bride, London",speaking danny manu tech industry gold live music production global mobile audio brand techindustrygoldlive tiglive
3077,1504056993505550339,4415,2022-03-16T11:28:25.000Z,"@bt_uk You could try, but historically you always disappoint so probably not.",dug,Ye are many...,"Dunblane, Scotland",try historically disappoint probably not
3078,1504056341421244416,815997949289304065,2022-03-16T11:25:50.000Z,"One week to go til #CreditSummit22. Come and meet the Flexys team on Stand No.1 and don't miss our panel discussions with @thameswater, @bt_uk, @DwrCymru and @oodlecarfinance.
https://t.co/533fKMnSXj https://t.co/Of5qTUoO3k",flexys_uk,Flexys,"Bristol, England",week til creditsummit come meet flexys team stand no miss panel discussions
3079,1504055291679289347,356896236,2022-03-16T11:21:40.000Z,"Great to see our delegates from @UWEBristol @UniWestLondon @lborouniversity @LancasterUni @AstonUniversity enjoying Tech Industry Gold Live today @bt_uk's amazing Snow Hill office in Birmingham.

#TIGLive #TechIndustryGold @BTEarlyCareers @techUK https://t.co/KaMgjexJ91",techskillsorg,TechSkills.org,"10 Saint Bride, London",great delegates enjoying tech industry gold live today amazing snow hill office birmingham tiglive techindustrygold
3080,1504054585152921603,356896236,2022-03-16T11:18:51.000Z,"Amy Caton from @bt_uk presents the BT Manifesto and gives tips to delegates attending the Tech Industry Gold Live! event at BT Snow Hill Birmingham.

@BTEarlyCareers #TIGLive #TechIndustryGold @techUK https://t.co/pV8WzDWIaK",techskillsorg,TechSkills.org,"10 Saint Bride, London",amy caton presents bt manifesto gives tips delegates attending tech industry gold live event bt snow hill birmingham tiglive techindustrygold
3082,1504046914744033282,356896236,2022-03-16T10:48:22.000Z,"Welcome to our guest speaker @naomitimperley for Tech Industry Gold Live @bt_uk Snow Hill London.
Pictured here with @ruby_melling @OldhamRobin 

Watch Naomi Live here from 11.00:

https://t.co/bNSvZDackY
Passcode: 564364 #TIGLive2022 #techindustrygold #TIGLIVE https://t.co/0TC3nrNxO5",techskillsorg,TechSkills.org,"10 Saint Bride, London",welcome guest speaker tech industry gold live snow hill london pictured watch naomi live passcode tiglive techindustrygold tiglive
3083,1504041929033592833,563148431,2022-03-16T10:28:34.000Z,@bt_uk cheers have done!,WelliXL,WelliXL,"Surrey, England",cheers done
3084,1504040560935550981,222479693,2022-03-16T10:23:08.000Z,@ruby_melling @techskillsorg And what a view from the 17th floor of @bt_uk #techindustrygoldlive https://t.co/Z24y7ZeFAt,naomitimperley,Naomi Timperley FRSA,"Manchester, UK",view th floor techindustrygoldlive
3085,1504039533796601859,16728247,2022-03-16T10:19:03.000Z,Hey @bt_uk how come in this day and age you still charge for services like voicemail and then also charge to call your own voicemail at 35p a call? Seems an unnecessary charge. Also charging 35p to dial 1471...,En_croute,Séan Donnellan ☘️,"London, N16",hey come day age charge services like voicemail charge voicemail p call unnecessary charge charging p dial
3086,1504038441981464577,563148431,2022-03-16T10:14:42.000Z,"@bt_uk  apparently my account is live but i have no phone, my old @TalkTalk  account seems active still and i haven't received any of my rewards yet - what's going on?",WelliXL,WelliXL,"Surrey, England",apparently account live phone old account active received rewards going on
3087,1504035540739497984,115329036,2022-03-16T10:03:11.000Z,"Feedback for the @SkyHelpTeam to pass onto dev. When your speed is consistently below the minimum guarantee due to an @WeAreOpenreach fault, (14 Mbps under normal sync speed which is still another 10 Mbps slower than it was with @bt_uk ), no, my connection isn't ""Good"". https://t.co/LtZNQIBGFf",StevenH_LnD,Steven Hoare TAP.dip,United Kingdom,feedback pass dev speed consistently minimum guarantee fault mbps normal sync speed mbps slower no connection good
3088,1504035029638434821,22152013,2022-03-16T10:01:09.000Z,"Find out more here https://t.co/Leu7IXzS6w
@ScienceWeekUK #BSW22 @ResearchEssex @Vishwanathan_M @bt_uk @uni_essex_csee https://t.co/A6k4YYCJX1",Uni_of_Essex,University of Essex,Essex,find bsw
3089,1504033331234709505,140501478,2022-03-16T09:54:24.000Z,@bt_uk loving my ‘offer just for me’ https://t.co/yhdNScED2d,andysaxton,Andy Saxton,North East,loving offer me
3090,1504031075831619586,1340539185430749184,2022-03-16T09:45:26.000Z,i'm about to make the best phone call to @bt_uk to cancel my btinternet 🥳🎉🥳. @CommunityFibre is up and running and i can finally say goodbye to not so British Telecom... So excited this wonderful morning! 😎 https://t.co/EyAGGbDSaV,VizibleDarkness,🇯🇲 Fyew-jit-tiv 🇮🇪 - INTJ,Divided Kingdom  (GB),best phone cancel btinternet running finally goodbye british telecom excited wonderful morning
3091,1504025898877702145,293979936,2022-03-16T09:24:52.000Z,"@JamieSChampness @bt_uk @Equifax @financialombuds Hi Jamie, if we have disputed the info and BT believe it is correct and won't amend it, the next step would be to contact the Office of the Information Commissioner who would be able to make a ruling as to whether it is correct or not https://t.co/tKlb8lV0xT Kind regards Neil",Experian_UK,Experian_UK #StaySafe,UK,hi jamie disputed info bt believe correct amend it step contact office information commissioner able ruling correct kind regards neil
3092,1504023846696935427,1945097298,2022-03-16T09:16:43.000Z,@bt_uk without broadband since last night. Can’t find any information to say when service will be restored?,pratima_fransua,pratima,London,broadband night find information service restored
3093,1504012826804949000,1457613802531348482,2022-03-16T08:32:55.000Z,"@bt_uk Trying to report telephone cables which have been cut to properties in an block of flats. I am not a customer of BT Upto 20 properties affected, can not speak with anyone due to automated service.",LeslieBrown1963,LeslieBrown1963,"North East, England",trying report telephone cables cut properties block flats customer bt upto properties affected speak automated service
3094,1504006242271911948,536572818,2022-03-16T08:06:45.000Z,@bt_uk why are you sending out a new router when all I'm doing is moving home and the router I have is the latest router. Is this why you charge people when they move? Another router is so unnecessary and wasteful,SalDev21,Sally D,Scotland ,sending new router moving home router latest router charge people move router unnecessary wasteful
3095,1504004244294221825,1304385139288481792,2022-03-16T07:58:49.000Z,@Experian_UK @bt_uk @Equifax You have disputed this 3 times and nothing changes. @bt_uk say I’m not allowed to speak to their team who handle this either. Shocking as this is data about me! I think a chat with the @financialombuds is needed.,JamieSChampness,Jamie Champness,"Bristol, England",disputed times changes allowed speak team handle either shocking data me think chat needed
3096,1504000274305851396,1450004437699805184,2022-03-16T07:43:03.000Z,It's the weekly #Manutd falling apart chat show hosted by @bt_uk https://t.co/Ho4xgnmMK5,Lieutenantleft1,Liberal lieutenant,Everywhere at the moment,weekly manutd falling apart chat hosted
3097,1503905347748171780,1430495136904060929,2022-03-16T01:25:50.000Z,@bt_uk 2/2 emergency hub. Said hub did turn up. But there was no follow-up from BT. Nobody contacted me to let me know what would happen next time - is there an easy way of letting BT know to re-activate the hub or what?,AwokeRoseArisen,Mya-Rose is a woman. Not a broken device.,England,emergency hub said hub turn up followup bt contacted let know happen time easy way letting bt know reactivate hub what
3098,1503904847854284800,1430495136904060929,2022-03-16T01:23:51.000Z,"@bt_uk 1/2 A few weeks ago, there was a large outage and my internet went down. Thus, I couldn't use my landline either. My mobile is on pay and go and thus calls &amp; texts are v expensive, but I managed to find out from a family member that BT had been informed and would send an",AwokeRoseArisen,Mya-Rose is a woman. Not a broken device.,England,weeks ago large outage internet went down thus use landline either mobile pay calls texts v expensive managed find family member bt informed send
3099,1503901020585447427,1430495136904060929,2022-03-16T01:08:39.000Z,"@bt_uk So, if someone could tell me to whom I should complain about what I regard as a negative change about which I could do absolutely nothing, that would be great.",AwokeRoseArisen,Mya-Rose is a woman. Not a broken device.,England,so tell complain regard negative change absolutely nothing great
3100,1503897861641191425,360717877,2022-03-16T00:56:05.000Z,@bt_uk When will there be a deal available for those on the welfare tariffs for full fibre to premises broadband? Current is only 80mb not even any 100mb packages for welfare?,frankensteirer,yoo hoo,"England, United Kingdom",deal available welfare tariffs fibre premises broadband current mb mb packages welfare
3101,1503889870556733448,1192846509777272833,2022-03-16T00:24:20.000Z,@bt_uk i hate you,Noncekiller42,Cal,"London, England",hate
3103,1503881991187488776,1430495136904060929,2022-03-15T23:53:02.000Z,@bt_uk You are correct. I do not regard the change as an upgrade and I would like to complain to someone.,AwokeRoseArisen,Mya-Rose is a woman. Not a broken device.,England,correct regard change upgrade like complain someone
3105,1503868422790254593,72097300,2022-03-15T22:59:07.000Z,"@AmyForsterSmith @bt_uk Mine has come back, hope yours has too? It’s one thing to lose the internet but I was concerned when our phone line dropped with it :/",PrincessMagick,𝕷𝖎𝖑𝖎𝖙𝖍𝖎𝖚𝖒,United Kingdom,come back hope too thing lose internet concerned phone line dropped
3106,1503862401040621570,722891741318234116,2022-03-15T22:35:11.000Z,"@PrincessMagick @bt_uk Same, I’m in WR14 too",AmyForsterSmith,Amy Forster-Smith,Malvern,same wr
3107,1503854275314831368,354431003,2022-03-15T22:02:54.000Z,"@benjaminbutter @ScepticalCapy Had this a couple of years ago @benjaminbutter - really easy process with @bt_uk and the police, traced and found within a couple of days. @HantsPolice dealt with it very well, hopefully @metpoliceuk will too!",James_Tupper1,J.de Beauvoir-Tupper,"Brighton, England",couple years ago easy process police traced found couple days dealt well hopefully too
3109,1503852439556050951,868190253500203008,2022-03-15T21:55:36.000Z,Why hasn’t @virginmedia provided any solution to accommodate customers with legacy equipment like voice fax data modems &amp; equipment like answering machines or @bt_uk Call Guardian? Many can only choose to leave #VirginMedia https://t.co/NUFoQ8X8WY,BuyersReport,Buyers Report,"London, England",provided solution accommodate customers legacy equipment like voice fax data modems equipment like answering machines guardian choose leave virginmedia
3110,1503849054920491016,72097300,2022-03-15T21:42:09.000Z,"@bt_uk internet and phone line down, any issues on going? WR14",PrincessMagick,𝕷𝖎𝖑𝖎𝖙𝖍𝖎𝖚𝖒,United Kingdom,internet phone line down issues going wr
3113,1503836533337604097,258100831,2022-03-15T20:52:24.000Z,@bt_uk no Internet how will @djcolindale  do his pod cast you lot are disgusting,loulala123,louise o,london,internet pod cast lot disgusting
3114,1503835822382063633,258100831,2022-03-15T20:49:34.000Z,@bt_uk  you are terrible not Internet yet again !!!,loulala123,louise o,london,terrible internet
3116,1503833542547152903,362774897,2022-03-15T20:40:31.000Z,@bt_uk All sorted now thanks guys. 👍,rhys_RIS,Rhys John Bernardo,Aberdare south Wales ,sorted thanks guys
